hiragana,reading,priority,description,status,filename,page_url,image_url,timestamp
え,えんぴつ,4,色鉛筆セット,success,enpitsu_04.png,https://www.irasutoya.com/2018/05/blog-post_290.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgeLNBKCrK7-LWcieRMXFd-npMaHt_AEW9-9_o1cS9Mlx2hgxKngQr6tz68IdlwFX5kHx0JsEQ0wS5DNeSnZzs0XFbveJkokx_4qH0P6fXb_bSyWeizFlfLeDbo4SKT5ugl8LLmPFyBp-8/s800/pen_iroenpitsu01_red.png,2026-01-12T22:28:49.249559
え,えび,1,エビ（生き物）,success,ebi_01.png,https://www.irasutoya.com/2014/02/blog-post_5765.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj5TgQbKRW7CXdESd0s55CzVMPj0jxHwf6aZglqYegMy4B3WCkJmilW5Bfpp6LFEBj1Za9cn5ApPkljqQ8xwUL-QKEvReT_xWstEK2jYpk9hoDFBgbV38dEawtC4370CaLWvibphQ273WJ1/s800/snorkeling_woman.png,2026-01-12T22:28:52.717476
え,えび,2,エビフライ,success,ebi_02.png,https://www.irasutoya.com/2016/10/blog-post_11.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhOPQ-SJ8XCwt_jS3uFwFiaQx3dL4MMkAnhr80r6n1JBi_eKl6CFyce2euZk2GcUqXSBF5EcPRay_oqetiCqO7TpIadJYtvCAG6ooCcy54O-CdakEyPcZc3_FsxejKjBfht1twRqOlkXMGz/s800/character_heart_hagane.png,2026-01-12T22:28:56.355018
え,えび,3,伊勢海老,url_not_found,ebi_03.png,https://www.irasutoya.com/2013/12/blog-post_6809.html,,2026-01-12T22:28:58.739657
え,えび,4,甘エビ,success,ebi_04.png,https://www.irasutoya.com/2019/12/blog-post_16.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiZXvbomNzsLEaJUeI9wq6jQdlBQmhgGCQ9YGSCqCAEt-xhlmLjSxQ-ksti32Wmm8arkQIzmAe0TifwtI98JuDVkV3AKF6n61yShCL1pihWWzYoPsVa5rqJyDsoJGtwd2yaieWngZltgq14/s800/onsen_jigokumeguri7_kamado.png,2026-01-12T22:29:02.638131
え,えがお,1,笑顔の子供たち,success,egao_01.png,https://www.irasutoya.com/2019/01/blog-post_63.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgbu6VGtMRI-xXL94Lifc3sg6Twr1zxDVBb6bFKnw2rBz19aUjiDOEnjmQgDfrzBoLaAPkwry-kr66tmUFbutDVzIerUXua8BFwPtKs9wtP8svi6S18woS5FT3FhMinyRAQg4T53JeJincx/s800/ninchisyou_monotorare_mousou.png,2026-01-12T22:29:06.949496
え,えがお,2,笑顔の女の子,url_not_found,egao_02.png,https://www.irasutoya.com/2013/02/blog-post_5633.html,,2026-01-12T22:29:09.096355
え,えがお,3,笑顔の男の子,url_not_found,egao_03.png,https://www.irasutoya.com/2013/02/blog-post_2409.html,,2026-01-12T22:29:11.675414
え,えがお,4,にっこりマーク,success,egao_04.png,https://www.irasutoya.com/2017/10/blog-post_74.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhkgyv9nfC5rXh7h7GlSTMeUM_I6hDhzLvw9avO-BROyr3qtSQ1MZXPrvBKBzu2WAXeZ2XsmWApexxEbpnwdpYnng0cKsyWDHj08Sff5e_pqPGWTh_URYi6EbL5B_l1JcKLz5wlBJZbC2pF/s800/body_icon_10_hizou.png,2026-01-12T22:29:15.431412
え,えぷろん,1,エプロンを着た女性,success,epuron_01.png,https://www.irasutoya.com/2014/10/blog-post_919.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhj5RDDxaAe4rzlnsHIcL9He4tiI_Nh5svCf7raAEXew0Z7t0NOd7xwMkgv16mjKcToYEq12dfElhAzB6N6Uoit5g3CYMdS3HefcNV9rMz2ofoyFIm8vkPd1RKmfm4cAlbQXHBN5RdaJ653/s800/dry_eye.png,2026-01-12T22:29:18.960601
え,えぷろん,2,エプロン（単品）,success,epuron_02.png,https://www.irasutoya.com/2016/04/blog-post_18.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhpxvUNd3DQkkjCH0lmYNz6H7f3CivDcekg-ERl6ykpYDK8ZsNDgaU47g4pWmIK1TEMOdOGtKQ0zGwPTAQs5F29WrTWT3zZmdv2Td8hERph2O87Om7KKAAYEacWa4ndNseiVlt6JM85UJy2/s800/gomibukuro_yamadumi.png,2026-01-12T22:29:23.087063
え,えぷろん,3,料理する人（エプロン）,success,epuron_03.png,https://www.irasutoya.com/2015/02/blog-post_18.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjNnA34MnsBpDxx0U-pzDCz1JHGg833bq5p7DBvJr9Nd3lVT11jH_mNuHQAWLLuuFZ1fR1aSq41mdCszyXtB_BgMnTCUfOJ5VWE7S5WhPUfS5MCWPMWHBRmUrX_lhtsUwED8VII3Rv98cOk/s800/cooking09_sainomegiri.png,2026-01-12T22:29:26.792872
え,えき,1,駅舎（建物）,url_not_found,eki_01.png,https://www.irasutoya.com/2013/10/blog-post_1829.html,,2026-01-12T22:29:29.309048
え,えき,2,駅のホーム,success,eki_02.png,https://www.irasutoya.com/2018/02/blog-post_20.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgvSgQO_RxkOFX20_Wb460iRUJfn1SiBqJ0J78LH17jKS63V5zKGuCC8zcat-9SiKzMFdz7Bt9Gpnjr6mwfWbb4-X0wOe25iCYEW4ZPNX26FI6C9JXVajuHB_49m2H6tuhBqhr8zNnDbhQ/s800/megusuri_woman.png,2026-01-12T22:29:32.808192
え,えき,3,駅員さん,success,eki_03.png,https://www.irasutoya.com/2016/03/blog-post_56.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEg4MnbOX6gPN9Q4OGJQ5nt5Du1us67JG9qGPQOA1pCt320FrXTWtJoWu-jUTyMsDqBtLRbZS7MpwwZl33OJ5ofa-1DpomXZiQEqWXyLglKukThCvjy3LMC5-ZvO_acP7WOBuODsz529rXg_/s800/rakugo_rakuda.png,2026-01-12T22:29:37.240236
え,えき,4,電車と駅,success,eki_04.png,https://www.irasutoya.com/2017/09/blog-post_11.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgNO7T2dLP8aIIs1UJWHs860-3wuHgNpX7UvnAwL-7vSAyR5xxzqIgCbgOQ0jCt4nfQsrDALVpiUvO5YNyjgU2t9oqZcot_qYcsLc2gKqraRkjRfkKRLx7GM-E1kx3DsSB-9bpC6wB7sWhP/s800/rakugo_hatsutenjin.png,2026-01-12T22:29:44.124919
え,えんとつ,1,煙突（家の屋根）,success,entotsu_01.png,https://www.irasutoya.com/2015/12/blog-post_30.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiQy1Bgju_c0SlfUm5bI9Ak-8zitrdY-JQUyyAk_9QfrN0qlE1GZFiC-jqSwoGZhMCLMEFVp6p5QFgJPk4j6ad6MuyXNn9fqAtWa672dsU7fqYuyHoBkLX80rNcPsTiKQWyReMV-_9_0bI/s800/pose_meirei.png,2026-01-12T22:29:48.042108
え,えんとつ,2,サンタと煙突,success,entotsu_02.png,https://www.irasutoya.com/2013/12/blog-post_4.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgJ4TYgvht6WqVDzQKQ7DOhXGNx6gEceaEyi7EXsHIyxC2SsEata-OFyztPEMUDU7uibm9SeUtzrBbC3TcvAdkgYnObDG9xn4HktUTkIsMj0LcVgUhP3NYbxwyDb_s_dgZorYDSLDpvWdih/s800/mimikaki_menbou.png,2026-01-12T22:29:52.264746
え,えんとつ,3,工場の煙突,success,entotsu_03.png,https://www.irasutoya.com/2014/09/blog-post_96.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgnFAJVSCoFoIbHHaB86Yxv88lizROgATNsSa58dtcLiFcXDfAK_8vkvGWprDx1YUoaNgi1p7qJXvpZpFAL2tr_Xy4Wsrk5NVdzCJpJg13w0IOypkYtahW58tnNqY4MXFqd-vtsJd3umd4/s800/suimin_mukokyu.png,2026-01-12T22:29:56.593220
の,のり,1,海苔（板海苔）,url_not_found,nori_01.png,https://www.irasutoya.com/2013/10/blog-post_8306.html,,2026-01-12T22:29:59.217862
の,のり,2,糊（文房具のり）,success,nori_02.png,https://www.irasutoya.com/2016/01/blog-post_21.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjfc4unz9HFsEdcS_YQwcqZ4ZLp3OK7d6tdrDmSDn2eRDNwMSTGkVwh3K2-jwxeb19gbZ5ZADMTpQQokOsD_H4FWUG9ghN8o2ZzryjA4imwr-ZJw59DVafMpIZE7CZ2TfOeSYfcKrEF9NxX/s800/food_peking_duck.png,2026-01-12T22:30:03.125919
の,のり,3,おにぎりと海苔,success,nori_03.png,https://www.irasutoya.com/2016/11/blog-post_13.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgzBmcpwqL3vJAWMRJ_2MtPj7TOqtVSE4E4Lc2KUqCN2BTI5sPQqMJEMS3cT7YQGx_qaaaOcBSdCDPVsUMVozML_U58-s-7QTU8mRMz2UfPXMJwYrahDZmJFioEnHc8FxcU-XnLlUQVy_xd/s800/baby_fuku.png,2026-01-12T22:30:07.302821
の,のり,4,味付け海苔,success,nori_04.png,https://www.irasutoya.com/2018/04/blog-post_12.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgvhh4LR1P94ULz5XWPOUe7SiC55nUVswrzWoloWaAaYU2Kw5oIc7WzuW4XwKdiYoeyjWP079B6L6VWFHGDgtBFd5x-RG3gouwGnl1inNtLVxDTotOdTVl_oPWSCajstOOj3s_zF1P8Wvg/s800/kai_magakigai.png,2026-01-12T22:30:11.735805
の,のーと,1,ノート（文房具）,url_not_found,note_01.png,https://www.irasutoya.com/2013/11/blog-post_9569.html,,2026-01-12T22:30:14.078374
の,のーと,2,開いたノート,success,note_02.png,https://www.irasutoya.com/2017/04/blog-post_93.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgMw8Y0lganv5WjB88f6rqBnYkx1OrMZCq86oHfK9j2cDDesZ6snsq-JX9CfD2UgttRgUnzQ7e3TwRZQgQqGpezxJAWAQtwR9Bt0jIGYNb7v6Il3J6zSOflC3H3Quvui-4iC2NzeqdXY7TB/s800/kagu_takujou_lamp.png,2026-01-12T22:30:19.065056
の,のーと,3,ノートに書く子供,success,note_03.png,https://www.irasutoya.com/2013/02/blog-post_3.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjDVmsHoZOKr-IKIL22YCWuMVbeQuDQEXNSVX5GYfb4yyeQk09TT_yGSWczccpe6ocUOqNYiWZvLBy_i4nDVdyyyly5iZWb0XZ929tE9J02y2987QF0Vf4cIIHgLVtKna6KnJjxwQfjfm2o/s800/fish_ebi.png,2026-01-12T22:30:22.871802
の,のーと,4,自由帳,success,note_04.png,https://www.irasutoya.com/2018/09/blog-post_29.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhZzLuKxmAuMHQd74Dnez3aheQviroaW5P03sRzKQ2oWgRVKTQoiicmqfljpbnDTcW8Ebhhx5Qh0EcGjoyiVAoTEbZuKwbB7CjjpKIW27eXGu2WJEwQhgnc5O4CZg6MMb9I0i3fN1mxwpOw/s800/nyuubachi_set.png,2026-01-12T22:30:26.050783
の,のこぎり,1,のこぎり（道具）,success,nokogiri_01.png,https://www.irasutoya.com/2016/04/blog-post_73.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgAvuc5Mzjg9XXlCI0ygla8DKDR6kEc4AnX0_xQNxfc4XGQr5rcSUaLCZ-12PRBHwQi3mEkRLV8_i8bWndlXEQSLBcM5vSoxUQozUUlTLH7C9B2zyz5gKqiHJeD95tYSPv4ecZ2nH2yFap-/s800/cooking_frypan_teflon.png,2026-01-12T22:30:30.109475
の,のこぎり,2,のこぎりで切る人,success,nokogiri_02.png,https://www.irasutoya.com/2015/06/blog-post_94.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjK03gkUTFdlaHV_xBiMkv3ctXl2s9NUqTI_SyeoNNk4k2GURL3X2w_KnOGO2ZrcS6uC5P1MvEYKzhoWlLPc6edvPYBd49pPGcGokJEr0sG156wui7sGwN7w0B5ZSprtKWBFrH72-9D20Q/s800/bird_kitsutsuki.png,2026-01-12T22:30:34.770879
の,のこぎり,3,糸のこぎり,success,nokogiri_03.png,https://www.irasutoya.com/2019/05/blog-post_29.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEj6TVCVw1Lf74eibA5L7okcBj8AADhbqrDTGCFy71U9KOjtBva96I0Zr3hpDN6emIabyp-My782p71Zy3oo2WZKLNZBBQLovsYugJvLp_jDKNVXn-GTSejN0zEkQe7eMdHoEpOdDwPW2RQv/s800/money_creditcard_cut.png,2026-01-12T22:30:39.049754
の,のど,1,喉（体の図解）,success,nodo_01.png,https://www.irasutoya.com/2016/01/blog-post_85.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjzAzYf6O5a9YiWG8UF5m4PRYU57KsrQWUp7ai2zNyRoDbmM4GkrNQGuOVEIYdMRJGeNCWZ_irkKuQQr4MWE5JJ1C6gA9STlC8ySSr15j5_F74DzMfvRi2rshW0smkysGG5F7ZTJd_lwKo/s800/sport_stacking1_blue.png,2026-01-12T22:30:43.352627
の,のど,2,喉が痛い人,success,nodo_02.png,https://www.irasutoya.com/2016/02/blog-post_18.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEhtlRbT9AakeJpphPhbWHoGwuwCwF1lvJKUC5eZdk_zmfg0PtnGKHEXYHN2kHXANNXUXfR8KWG0Pr2Gjm17o7SKoRjAo5E9SAwM-mDdti9JPN4SLoXTsFBdynByJm87oGuRvlk93-JZhoLt/s800/passport_checkin.png,2026-01-12T22:30:46.640680
の,のど,3,うがいする子供,success,nodo_03.png,https://www.irasutoya.com/2017/11/blog-post_16.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEi5ecj-pEaNNMbc7JaBia1N72lBtkJdejcgxEx1JrfS53R3QzdMgC20qZIgiW53E2tzBGftRStpYiJlmgxocWKS51WSUiEwA4KkfIkFzvLyF0eOg_DqIjRg4Qw4vfjhoIbRhEmzntwJ8xg/s800/study_man_headphone.png,2026-01-12T22:30:49.682790
の,のど,4,喉飴,url_not_found,nodo_04.png,https://www.irasutoya.com/2013/10/blog-post_5715.html,,2026-01-12T22:30:52.363243
の,のはら,1,野原（草原風景）,success,nohara_01.png,https://www.irasutoya.com/2013/06/blog-post_2.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgYMO4fO22MWrA7CGrPjTYzN_R-93gag_xf3WiR20FU6Ulq05v5atD3edqWEXEVjFIYzl0cHYdH-sk5XFFNhsfXchm4eH2xrpC0jUr9lnYl45U5X8eTbBATyfs5ip4MrhAjPi7nZXyb6oZp/s800/koutsu_oudanhodou.png,2026-01-12T22:30:56.146773
の,のはら,2,お花畑,success,nohara_02.png,https://www.irasutoya.com/2016/09/blog-post_22.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiONd04eYYsZpMkDUb30m015BpKmVdPzkNNlyVvpbqefqpIeTUS0xwXL-S4VCRsdhaYI5OoAz7f-7HQZCfXSoznBhxnPleWHqjRcioEY6k1WNmb28HipFsE18VFfpo-_ikHVAb3asvt1bxO/s800/boxing_sandbag.png,2026-01-12T22:31:00.217229
の,のはら,3,野原で遊ぶ子供,success,nohara_03.png,https://www.irasutoya.com/2014/03/blog-post_7.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjHZBIycfGkmvYRP38vfmpEqEx6iQATjBuYJ1w32WQ5C8tCyXQMdyjigzdFHSS8D2_Y1QmxSp0Q7EJEZHxzyrfOADKBpMnI1901Fjl4wZLmxu8J601FlpkX4BuvzVCQEO-mMB5Hma-KSJRN/s800/mudage_ude.png,2026-01-12T22:31:04.232800
の,のはら,4,春の草原,success,nohara_04.png,https://www.irasutoya.com/2016/04/blog-post_11.html,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjJckgysd0fPbp3EizVKUbTlcsrurNDnEwody7P08Mb2Rf3G4D7px1prQskjy6VoytIt-cv6M1dfI14Q1Tqknwmi5FrY9mjyPMh8r-7Agbf7_1mIer9QZlvtiDkz60XTtYnB0ccmrSWRsmC/s800/food_kusukusu.png,2026-01-12T22:31:08.736491
